"ID";"EigenaarHuurder";"HuishoudensEnWoningkenmerken";"RegioS";"Perioden";"TotaleWoonlasten_2";"Woonquote_5"
"185009";"A047047";"T001139";"GM0762";"2022JJ00";"     574";"    25.2"
"185010";"A047047";"T001139";"GM0150";"2018JJ00";"     594";"    33.1"
"185011";"A047047";"T001139";"GM0150";"2019JJ00";"     607";"    32.8"
"185012";"A047047";"T001139";"GM0150";"2020JJ00";"     599";"    31.2"
"185013";"A047047";"T001139";"GM0150";"2021JJ00";"     623";"    31.6"
"185014";"A047047";"T001139";"GM0150";"2022JJ00";"     562";"    26.4"
"185015";"A047047";"T001139";"GM0384";"2018JJ00";"     637";"    32.6"
"185016";"A047047";"T001139";"GM0384";"2019JJ00";"     656";"    32.2"
"185017";"A047047";"T001139";"GM0384";"2020JJ00";"     649";"    31.2"
"185018";"A047047";"T001139";"GM0384";"2021JJ00";"     677";"    31.4"
"185019";"A047047";"T001139";"GM0384";"2022JJ00";"     637";"    27.6"
"185020";"A047047";"T001139";"GM1980";"2018JJ00";"";"       ."
"185021";"A047047";"T001139";"GM1980";"2019JJ00";"";"       ."
"185022";"A047047";"T001139";"GM1980";"2020JJ00";"";"       ."
"185023";"A047047";"T001139";"GM1980";"2021JJ00";"";"       ."
"185024";"A047047";"T001139";"GM1980";"2022JJ00";"     547";"    24.5"
"185025";"A047047";"T001139";"GM1774";"2018JJ00";"     591";"    33.0"
"185026";"A047047";"T001139";"GM1774";"2019JJ00";"     599";"    32.2"
"185027";"A047047";"T001139";"GM1774";"2020JJ00";"     584";"    30.5"
"185028";"A047047";"T001139";"GM1774";"2021JJ00";"     616";"    31.3"
"185029";"A047047";"T001139";"GM1774";"2022JJ00";"     567";"    26.9"
"185030";"A047047";"T001139";"GM0221";"2018JJ00";"     573";"    30.9"
"185031";"A047047";"T001139";"GM0221";"2019JJ00";"     586";"    30.5"
"185032";"A047047";"T001139";"GM0221";"2020JJ00";"     580";"    29.1"
"185033";"A047047";"T001139";"GM0221";"2021JJ00";"     605";"    29.6"
"185034";"A047047";"T001139";"GM0221";"2022JJ00";"     543";"    24.8"
"185035";"A047047";"T001139";"GM0222";"2018JJ00";"     573";"    32.7"
"185036";"A047047";"T001139";"GM0222";"2019JJ00";"     584";"    32.2"
"185037";"A047047";"T001139";"GM0222";"2020JJ00";"     573";"    30.6"
"185038";"A047047";"T001139";"GM0222";"2021JJ00";"     606";"    31.7"
"185039";"A047047";"T001139";"GM0222";"2022JJ00";"     548";"    26.5"
"185040";"A047047";"T001139";"GM0766";"2018JJ00";"     606";"    31.8"
"185041";"A047047";"T001139";"GM0766";"2019JJ00";"     603";"    30.7"
"185042";"A047047";"T001139";"GM0766";"2020JJ00";"     584";"    29.0"
"185043";"A047047";"T001139";"GM0766";"2021JJ00";"     622";"    30.4"
"185044";"A047047";"T001139";"GM0766";"2022JJ00";"     564";"    25.3"
"185045";"A047047";"T001139";"GM0058";"2018JJ00";"     560";"    32.2"
"185046";"A047047";"T001139";"GM0058";"2019JJ00";"";"       ."
"185047";"A047047";"T001139";"GM0058";"2020JJ00";"";"       ."
"185048";"A047047";"T001139";"GM0058";"2021JJ00";"";"       ."
"185049";"A047047";"T001139";"GM0058";"2022JJ00";"";"       ."
"185050";"A047047";"T001139";"GM0505";"2018JJ00";"     568";"    32.5"
"185051";"A047047";"T001139";"GM0505";"2019JJ00";"     583";"    32.2"
"185052";"A047047";"T001139";"GM0505";"2020JJ00";"     567";"    30.2"
"185053";"A047047";"T001139";"GM0505";"2021JJ00";"     599";"    31.1"
"185054";"A047047";"T001139";"GM0505";"2022JJ00";"     533";"    25.5"
"185055";"A047047";"T001139";"GM0498";"2018JJ00";"     592";"    32.3"
"185056";"A047047";"T001139";"GM0498";"2019JJ00";"     604";"    31.5"
"185057";"A047047";"T001139";"GM0498";"2020JJ00";"     587";"    29.5"
"185058";"A047047";"T001139";"GM0498";"2021JJ00";"     608";"    30.0"
"185059";"A047047";"T001139";"GM0498";"2022JJ00";"     553";"    25.4"
"185060";"A047047";"T001139";"GM1719";"2018JJ00";"     611";"    30.1"
"185061";"A047047";"T001139";"GM1719";"2019JJ00";"     636";"    30.4"
"185062";"A047047";"T001139";"GM1719";"2020JJ00";"     625";"    28.9"
"185063";"A047047";"T001139";"GM1719";"2021JJ00";"     636";"    28.7"
"185064";"A047047";"T001139";"GM1719";"2022JJ00";"     597";"    25.3"
"185065";"A047047";"T001139";"GM0303";"2018JJ00";"     610";"    32.3"
"185066";"A047047";"T001139";"GM0303";"2019JJ00";"     628";"    32.1"
"185067";"A047047";"T001139";"GM0303";"2020JJ00";"     611";"    30.4"
"185068";"A047047";"T001139";"GM0303";"2021JJ00";"     636";"    30.7"
"185069";"A047047";"T001139";"GM0303";"2022JJ00";"     575";"    25.7"
"185070";"A047047";"T001139";"GM0225";"2018JJ00";"     592";"    31.0"
"185071";"A047047";"T001139";"GM0225";"2019JJ00";"     609";"    30.6"
"185072";"A047047";"T001139";"GM0225";"2020JJ00";"     602";"    29.4"
"185073";"A047047";"T001139";"GM0225";"2021JJ00";"     633";"    30.3"
"185074";"A047047";"T001139";"GM0225";"2022JJ00";"     578";"    25.8"
"185075";"A047047";"T001139";"GM0226";"2018JJ00";"     593";"    31.7"
"185076";"A047047";"T001139";"GM0226";"2019JJ00";"     606";"    31.4"
"185077";"A047047";"T001139";"GM0226";"2020JJ00";"     592";"    29.9"
"185078";"A047047";"T001139";"GM0226";"2021JJ00";"     621";"    30.6"
"185079";"A047047";"T001139";"GM0226";"2022JJ00";"     587";"    26.6"
"185080";"A047047";"T001139";"GM1711";"2018JJ00";"     588";"    32.0"
"185081";"A047047";"T001139";"GM1711";"2019JJ00";"     604";"    31.7"
"185082";"A047047";"T001139";"GM1711";"2020JJ00";"     575";"    29.3"
"185083";"A047047";"T001139";"GM1711";"2021JJ00";"     596";"    30.1"
"185084";"A047047";"T001139";"GM1711";"2022JJ00";"     538";"    25.2"
"185085";"A047047";"T001139";"GM0385";"2018JJ00";"     594";"    31.7"
"185086";"A047047";"T001139";"GM0385";"2019JJ00";"     607";"    31.4"
"185087";"A047047";"T001139";"GM0385";"2020JJ00";"     594";"    29.6"
"185088";"A047047";"T001139";"GM0385";"2021JJ00";"     618";"    30.3"
"185089";"A047047";"T001139";"GM0385";"2022JJ00";"     567";"    25.6"
"185090";"A047047";"T001139";"GM0228";"2018JJ00";"     602";"    31.7"
"185091";"A047047";"T001139";"GM0228";"2019JJ00";"     615";"    31.2"
"185092";"A047047";"T001139";"GM0228";"2020JJ00";"     596";"    29.2"
"185093";"A047047";"T001139";"GM0228";"2021JJ00";"     621";"    29.7"
"185094";"A047047";"T001139";"GM0228";"2022JJ00";"     557";"    24.6"
"185095";"A047047";"T001139";"GM0317";"2018JJ00";"     692";"    33.6"
"185096";"A047047";"T001139";"GM0317";"2019JJ00";"     708";"    32.8"
"185097";"A047047";"T001139";"GM0317";"2020JJ00";"     689";"    31.5"
"185098";"A047047";"T001139";"GM0317";"2021JJ00";"     716";"    31.9"
"185099";"A047047";"T001139";"GM0317";"2022JJ00";"     677";"    27.7"
"185100";"A047047";"T001139";"GM1979";"2018JJ00";"";"       ."
"185101";"A047047";"T001139";"GM1979";"2019JJ00";"";"       ."
"185102";"A047047";"T001139";"GM1979";"2020JJ00";"";"       ."
"185103";"A047047";"T001139";"GM1979";"2021JJ00";"     592";"    31.9"
"185104";"A047047";"T001139";"GM1979";"2022JJ00";"     534";"    26.5"
"185105";"A047047";"T001139";"GM1651";"2018JJ00";"     560";"    33.2"
"185106";"A047047";"T001139";"GM1651";"2019JJ00";"";"       ."
"185107";"A047047";"T001139";"GM1651";"2020JJ00";"";"       ."
"185108";"A047047";"T001139";"GM1651";"2021JJ00";"";"       ."
"185109";"A047047";"T001139";"GM1651";"2022JJ00";"";"       ."
"185110";"A047047";"T001139";"GM0770";"2018JJ00";"     611";"    32.9"
"185111";"A047047";"T001139";"GM0770";"2019JJ00";"     623";"    32.5"
"185112";"A047047";"T001139";"GM0770";"2020JJ00";"     608";"    30.9"
"185113";"A047047";"T001139";"GM0770";"2021JJ00";"     613";"    30.4"
"185114";"A047047";"T001139";"GM0770";"2022JJ00";"     554";"    26.2"
"185115";"A047047";"T001139";"GM1903";"2018JJ00";"     623";"    32.2"
"185116";"A047047";"T001139";"GM1903";"2019JJ00";"     645";"    32.1"
"185117";"A047047";"T001139";"GM1903";"2020JJ00";"     632";"    30.6"
"185118";"A047047";"T001139";"GM1903";"2021JJ00";"     664";"    31.8"
"185119";"A047047";"T001139";"GM1903";"2022JJ00";"     605";"    27.2"
"185120";"A047047";"T001139";"GM0772";"2018JJ00";"     566";"    29.9"
"185121";"A047047";"T001139";"GM0772";"2019JJ00";"     580";"    29.6"
"185122";"A047047";"T001139";"GM0772";"2020JJ00";"     565";"    27.9"
"185123";"A047047";"T001139";"GM0772";"2021JJ00";"     597";"    28.7"
"185124";"A047047";"T001139";"GM0772";"2022JJ00";"     548";"    24.3"
"185125";"A047047";"T001139";"GM0230";"2018JJ00";"     637";"    31.1"
"185126";"A047047";"T001139";"GM0230";"2019JJ00";"     646";"    29.9"
"185127";"A047047";"T001139";"GM0230";"2020JJ00";"     629";"    28.9"
"185128";"A047047";"T001139";"GM0230";"2021JJ00";"     662";"    29.3"
"185129";"A047047";"T001139";"GM0230";"2022JJ00";"     612";"    25.3"
"185130";"A047047";"T001139";"GM0114";"2018JJ00";"     540";"    32.7"
"185131";"A047047";"T001139";"GM0114";"2019JJ00";"     548";"    31.9"
"185132";"A047047";"T001139";"GM0114";"2020JJ00";"     531";"    29.9"
"185133";"A047047";"T001139";"GM0114";"2021JJ00";"     566";"    31.0"
"185134";"A047047";"T001139";"GM0114";"2022JJ00";"     505";"    25.7"
"185135";"A047047";"T001139";"GM0388";"2018JJ00";"     599";"    32.8"
"185136";"A047047";"T001139";"GM0388";"2019JJ00";"     618";"    32.7"
"185137";"A047047";"T001139";"GM0388";"2020JJ00";"     602";"    31.3"
"185138";"A047047";"T001139";"GM0388";"2021JJ00";"     635";"    32.4"
"185139";"A047047";"T001139";"GM0388";"2022JJ00";"     580";"    27.9"
"185140";"A047047";"T001139";"GM0153";"2018JJ00";"     575";"    33.6"
"185141";"A047047";"T001139";"GM0153";"2019JJ00";"     594";"    33.4"
"185142";"A047047";"T001139";"GM0153";"2020JJ00";"     581";"    31.6"
"185143";"A047047";"T001139";"GM0153";"2021JJ00";"     629";"    33.5"
"185144";"A047047";"T001139";"GM0153";"2022JJ00";"     569";"    28.1"
"185145";"A047047";"T001139";"GM0232";"2018JJ00";"     607";"    31.2"
"185146";"A047047";"T001139";"GM0232";"2019JJ00";"     623";"    30.7"
"185147";"A047047";"T001139";"GM0232";"2020JJ00";"     611";"    29.2"
"185148";"A047047";"T001139";"GM0232";"2021JJ00";"     641";"    29.8"
"185149";"A047047";"T001139";"GM0232";"2022JJ00";"     591";"    25.3"
"185150";"A047047";"T001139";"GM0233";"2018JJ00";"     627";"    30.8"
"185151";"A047047";"T001139";"GM0233";"2019JJ00";"     633";"    29.9"
"185152";"A047047";"T001139";"GM0233";"2020JJ00";"     621";"    28.4"
"185153";"A047047";"T001139";"GM0233";"2021JJ00";"     641";"    28.7"
"185154";"A047047";"T001139";"GM0233";"2022JJ00";"     599";"    25.2"
"185155";"A047047";"T001139";"GM0777";"2018JJ00";"     620";"    32.2"
"185156";"A047047";"T001139";"GM0777";"2019JJ00";"     652";"    32.3"
"185157";"A047047";"T001139";"GM0777";"2020JJ00";"     649";"    31.0"
"185158";"A047047";"T001139";"GM0777";"2021JJ00";"     662";"    31.0"
"185159";"A047047";"T001139";"GM0777";"2022JJ00";"     595";"    25.8"
"185160";"A047047";"T001139";"GM1722";"2018JJ00";"     562";"    32.6"
"185161";"A047047";"T001139";"GM1722";"2019JJ00";"";"       ."
"185162";"A047047";"T001139";"GM1722";"2020JJ00";"";"       ."
"185163";"A047047";"T001139";"GM1722";"2021JJ00";"";"       ."
"185164";"A047047";"T001139";"GM1722";"2022JJ00";"";"       ."
"185165";"A047047";"T001139";"GM0779";"2018JJ00";"     613";"    31.0"
"185166";"A047047";"T001139";"GM0779";"2019JJ00";"     628";"    30.5"
"185167";"A047047";"T001139";"GM0779";"2020JJ00";"     613";"    28.9"
"185168";"A047047";"T001139";"GM0779";"2021JJ00";"     632";"    29.3"
"185169";"A047047";"T001139";"GM0779";"2022JJ00";"     584";"    25.0"
"185170";"A047047";"T001139";"GM0236";"2018JJ00";"     632";"    31.6"
"185171";"A047047";"T001139";"GM0236";"2019JJ00";"";"       ."
"185172";"A047047";"T001139";"GM0236";"2020JJ00";"";"       ."
"185173";"A047047";"T001139";"GM0236";"2021JJ00";"";"       ."
"185174";"A047047";"T001139";"GM0236";"2022JJ00";"";"       ."
"185175";"A047047";"T001139";"GM1771";"2018JJ00";"     565";"    30.5"
"185176";"A047047";"T001139";"GM1771";"2019JJ00";"     587";"    30.1"
"185177";"A047047";"T001139";"GM1771";"2020JJ00";"     572";"    28.3"
"185178";"A047047";"T001139";"GM1771";"2021JJ00";"     605";"    29.4"
"185179";"A047047";"T001139";"GM1771";"2022JJ00";"     555";"    25.1"
"185180";"A047047";"T001139";"GM1652";"2018JJ00";"     586";"    31.0"
"185181";"A047047";"T001139";"GM1652";"2019JJ00";"     593";"    30.3"
"185182";"A047047";"T001139";"GM1652";"2020JJ00";"     578";"    28.4"
"185183";"A047047";"T001139";"GM1652";"2021JJ00";"     604";"    29.1"
"185184";"A047047";"T001139";"GM1652";"2022JJ00";"     548";"    24.4"
"185185";"A047047";"T001139";"GM0907";"2018JJ00";"     585";"    30.5"
"185186";"A047047";"T001139";"GM0907";"2019JJ00";"     592";"    30.0"
"185187";"A047047";"T001139";"GM0907";"2020JJ00";"     574";"    28.4"
"185188";"A047047";"T001139";"GM0907";"2021JJ00";"     603";"    29.1"
"185189";"A047047";"T001139";"GM0907";"2022JJ00";"     551";"    25.0"
"185190";"A047047";"T001139";"GM0689";"2018JJ00";"     608";"    30.5"
"185191";"A047047";"T001139";"GM0689";"2019JJ00";"";"       ."
"185192";"A047047";"T001139";"GM0689";"2020JJ00";"";"       ."
"185193";"A047047";"T001139";"GM0689";"2021JJ00";"";"       ."
"185194";"A047047";"T001139";"GM0689";"2022JJ00";"";"       ."
"185195";"A047047";"T001139";"GM0784";"2018JJ00";"     604";"    30.7"
"185196";"A047047";"T001139";"GM0784";"2019JJ00";"     616";"    30.3"
"185197";"A047047";"T001139";"GM0784";"2020JJ00";"     606";"    29.2"
"185198";"A047047";"T001139";"GM0784";"2021JJ00";"     634";"    29.5"
"185199";"A047047";"T001139";"GM0784";"2022JJ00";"     585";"    25.6"
"185200";"A047047";"T001139";"GM1924";"2018JJ00";"     587";"    29.5"
"185201";"A047047";"T001139";"GM1924";"2019JJ00";"     600";"    29.0"
"185202";"A047047";"T001139";"GM1924";"2020JJ00";"     588";"    27.7"
"185203";"A047047";"T001139";"GM1924";"2021JJ00";"     609";"    28.2"
"185204";"A047047";"T001139";"GM1924";"2022JJ00";"     563";"    24.3"
"185205";"A047047";"T001139";"GM0664";"2018JJ00";"     575";"    31.9"
"185206";"A047047";"T001139";"GM0664";"2019JJ00";"     576";"    30.9"
"185207";"A047047";"T001139";"GM0664";"2020JJ00";"     557";"    29.0"
"185208";"A047047";"T001139";"GM0664";"2021JJ00";"     583";"    29.7"
"185209";"A047047";"T001139";"GM0664";"2022JJ00";"     512";"    24.2"
"185210";"A047047";"T001139";"GM0785";"2018JJ00";"     562";"    30.0"
"185211";"A047047";"T001139";"GM0785";"2019JJ00";"     577";"    29.6"
"185212";"A047047";"T001139";"GM0785";"2020JJ00";"     571";"    28.3"
"185213";"A047047";"T001139";"GM0785";"2021JJ00";"     595";"    28.6"
"185214";"A047047";"T001139";"GM0785";"2022JJ00";"     542";"    24.6"
"185215";"A047047";"T001139";"GM1942";"2018JJ00";"     618";"    32.3"
"185216";"A047047";"T001139";"GM1942";"2019JJ00";"     637";"    32.1"
"185217";"A047047";"T001139";"GM1942";"2020JJ00";"     624";"    30.3"
"185218";"A047047";"T001139";"GM1942";"2021JJ00";"     658";"    31.2"
"185219";"A047047";"T001139";"GM1942";"2022JJ00";"     605";"    26.5"
"185220";"A047047";"T001139";"GM0512";"2018JJ00";"     620";"    31.6"
"185221";"A047047";"T001139";"GM0512";"2019JJ00";"     638";"    31.2"
"185222";"A047047";"T001139";"GM0512";"2020JJ00";"     622";"    29.6"
"185223";"A047047";"T001139";"GM0512";"2021JJ00";"     637";"    29.8"
"185224";"A047047";"T001139";"GM0512";"2022JJ00";"     594";"    25.9"
"185225";"A047047";"T001139";"GM0513";"2018JJ00";"     590";"    31.6"
"185226";"A047047";"T001139";"GM0513";"2019JJ00";"     602";"    31.1"
"185227";"A047047";"T001139";"GM0513";"2020JJ00";"     593";"    29.6"
"185228";"A047047";"T001139";"GM0513";"2021JJ00";"     625";"    30.5"
"185229";"A047047";"T001139";"GM0513";"2022JJ00";"     555";"    25.2"
"185230";"A047047";"T001139";"GM0786";"2018JJ00";"     595";"    31.9"
"185231";"A047047";"T001139";"GM0786";"2019JJ00";"     599";"    30.8"
"185232";"A047047";"T001139";"GM0786";"2020JJ00";"     589";"    29.4"
"185233";"A047047";"T001139";"GM0786";"2021JJ00";"     613";"    29.5"
"185234";"A047047";"T001139";"GM0786";"2022JJ00";"";"       ."
"185235";"A047047";"T001139";"GM0518";"2018JJ00";"     580";"    32.0"
"185236";"A047047";"T001139";"GM0518";"2019JJ00";"     593";"    31.6"
"185237";"A047047";"T001139";"GM0518";"2020JJ00";"     583";"    29.8"
"185238";"A047047";"T001139";"GM0518";"2021JJ00";"     617";"    30.8"
"185239";"A047047";"T001139";"GM0518";"2022JJ00";"     542";"    24.8"
"185240";"A047047";"T001139";"GM0014";"2018JJ00";"     531";"    32.1"
"185241";"A047047";"T001139";"GM0014";"2019JJ00";"     545";"    31.7"
"185242";"A047047";"T001139";"GM0014";"2020JJ00";"     530";"    29.9"
"185243";"A047047";"T001139";"GM0014";"2021JJ00";"     573";"    31.8"
"185244";"A047047";"T001139";"GM0014";"2022JJ00";"     494";"    25.1"
"185245";"A047047";"T001139";"GM0015";"2018JJ00";"     532";"    31.1"
"185246";"A047047";"T001139";"GM0015";"2019JJ00";"";"       ."
"185247";"A047047";"T001139";"GM0015";"2020JJ00";"";"       ."
"185248";"A047047";"T001139";"GM0015";"2021JJ00";"";"       ."
"185249";"A047047";"T001139";"GM0015";"2022JJ00";"";"       ."
"185250";"A047047";"T001139";"GM1729";"2018JJ00";"     622";"    32.4"
"185251";"A047047";"T001139";"GM1729";"2019JJ00";"     632";"    31.6"
"185252";"A047047";"T001139";"GM1729";"2020JJ00";"     612";"    30.1"
"185253";"A047047";"T001139";"GM1729";"2021JJ00";"     652";"    31.3"
"185254";"A047047";"T001139";"GM1729";"2022JJ00";"     605";"    27.2"
"185255";"A047047";"T001139";"GM0158";"2018JJ00";"     592";"    32.6"
"185256";"A047047";"T001139";"GM0158";"2019JJ00";"     609";"    32.4"
"185257";"A047047";"T001139";"GM0158";"2020JJ00";"     597";"    30.8"
"185258";"A047047";"T001139";"GM0158";"2021JJ00";"     632";"    31.9"
"185259";"A047047";"T001139";"GM0158";"2022JJ00";"     587";"    27.5"
"185260";"A047047";"T001139";"GM0788";"2018JJ00";"     659";"    33.1"
"185261";"A047047";"T001139";"GM0788";"2019JJ00";"     685";"    33.6"
"185262";"A047047";"T001139";"GM0788";"2020JJ00";"     657";"    30.9"
"185263";"A047047";"T001139";"GM0788";"2021JJ00";"";"       ."
"185264";"A047047";"T001139";"GM0788";"2022JJ00";"";"       ."
"185265";"A047047";"T001139";"GM0392";"2018JJ00";"     618";"    31.1"
"185266";"A047047";"T001139";"GM0392";"2019JJ00";"     642";"    31.2"
"185267";"A047047";"T001139";"GM0392";"2020JJ00";"     633";"    29.6"
"185268";"A047047";"T001139";"GM0392";"2021JJ00";"     665";"    30.4"
"185269";"A047047";"T001139";"GM0392";"2022JJ00";"     612";"    26.0"
"185270";"A047047";"T001139";"GM0393";"2018JJ00";"     689";"    31.8"
"185271";"A047047";"T001139";"GM0393";"2019JJ00";"";"       ."
"185272";"A047047";"T001139";"GM0393";"2020JJ00";"";"       ."
"185273";"A047047";"T001139";"GM0393";"2021JJ00";"";"       ."
"185274";"A047047";"T001139";"GM0393";"2022JJ00";"";"       ."
"185275";"A047047";"T001139";"GM0394";"2018JJ00";"     666";"    31.7"
"185276";"A047047";"T001139";"GM0394";"2019JJ00";"     697";"    32.0"
"185277";"A047047";"T001139";"GM0394";"2020JJ00";"     668";"    30.0"
"185278";"A047047";"T001139";"GM0394";"2021JJ00";"     696";"    30.6"
"185279";"A047047";"T001139";"GM0394";"2022JJ00";"     642";"    26.3"
"185280";"A047047";"T001139";"GM1655";"2018JJ00";"     605";"    30.4"
"185281";"A047047";"T001139";"GM1655";"2019JJ00";"     623";"    30.2"
"185282";"A047047";"T001139";"GM1655";"2020JJ00";"     604";"    28.4"
"185283";"A047047";"T001139";"GM1655";"2021JJ00";"     631";"    29.1"
"185284";"A047047";"T001139";"GM1655";"2022JJ00";"     585";"    25.2"
"185285";"A047047";"T001139";"GM0160";"2018JJ00";"     582";"    32.5"
"185286";"A047047";"T001139";"GM0160";"2019JJ00";"     598";"    32.0"
"185287";"A047047";"T001139";"GM0160";"2020JJ00";"     583";"    30.4"
"185288";"A047047";"T001139";"GM0160";"2021JJ00";"     596";"    30.3"
"185289";"A047047";"T001139";"GM0160";"2022JJ00";"     545";"    25.7"
"185290";"A047047";"T001139";"GM0243";"2018JJ00";"     609";"    31.3"
"185291";"A047047";"T001139";"GM0243";"2019JJ00";"     623";"    30.9"
"185292";"A047047";"T001139";"GM0243";"2020JJ00";"     609";"    29.4"
"185293";"A047047";"T001139";"GM0243";"2021JJ00";"     630";"    29.7"
"185294";"A047047";"T001139";"GM0243";"2022JJ00";"     576";"    25.3"
"185295";"A047047";"T001139";"GM0523";"2018JJ00";"     633";"    31.3"
"185296";"A047047";"T001139";"GM0523";"2019JJ00";"     639";"    30.5"
"185297";"A047047";"T001139";"GM0523";"2020JJ00";"     622";"    29.0"
"185298";"A047047";"T001139";"GM0523";"2021JJ00";"     650";"    29.7"
"185299";"A047047";"T001139";"GM0523";"2022JJ00";"     599";"    25.6"
"185300";"A047047";"T001139";"GM0017";"2018JJ00";"     559";"    32.1"
"185301";"A047047";"T001139";"GM0017";"2019JJ00";"";"       ."
"185302";"A047047";"T001139";"GM0017";"2020JJ00";"";"       ."
"185303";"A047047";"T001139";"GM0017";"2021JJ00";"";"       ."
"185304";"A047047";"T001139";"GM0017";"2022JJ00";"";"       ."
"185305";"A047047";"T001139";"GM0072";"2018JJ00";"     514";"    30.5"
"185306";"A047047";"T001139";"GM0072";"2019JJ00";"     523";"    29.9"
"185307";"A047047";"T001139";"GM0072";"2020JJ00";"     508";"    28.1"
"185308";"A047047";"T001139";"GM0072";"2021JJ00";"     542";"    29.3"
"185309";"A047047";"T001139";"GM0072";"2022JJ00";"     469";"    23.1"
"185310";"A047047";"T001139";"GM0244";"2018JJ00";"     649";"    31.2"
"185311";"A047047";"T001139";"GM0244";"2019JJ00";"     671";"    31.2"
"185312";"A047047";"T001139";"GM0244";"2020JJ00";"     658";"    29.4"
"185313";"A047047";"T001139";"GM0244";"2021JJ00";"     693";"    29.9"
"185314";"A047047";"T001139";"GM0244";"2022JJ00";"     644";"    26.2"
"185315";"A047047";"T001139";"GM0396";"2018JJ00";"     641";"    31.5"
"185316";"A047047";"T001139";"GM0396";"2019JJ00";"     655";"    30.9"
"185317";"A047047";"T001139";"GM0396";"2020JJ00";"     637";"    29.0"
"185318";"A047047";"T001139";"GM0396";"2021JJ00";"     665";"    29.7"
"185319";"A047047";"T001139";"GM0396";"2022JJ00";"     610";"    25.4"
"185320";"A047047";"T001139";"GM0397";"2018JJ00";"     673";"    32.2"
"185321";"A047047";"T001139";"GM0397";"2019JJ00";"     688";"    31.9"
"185322";"A047047";"T001139";"GM0397";"2020JJ00";"     673";"    30.2"
"185323";"A047047";"T001139";"GM0397";"2021JJ00";"     710";"    30.8"
"185324";"A047047";"T001139";"GM0397";"2022JJ00";"     653";"    26.4"
"185325";"A047047";"T001139";"GM0246";"2018JJ00";"     636";"    30.3"
"185326";"A047047";"T001139";"GM0246";"2019JJ00";"     652";"    30.1"
"185327";"A047047";"T001139";"GM0246";"2020JJ00";"     643";"    29.0"
"185328";"A047047";"T001139";"GM0246";"2021JJ00";"     672";"    29.7"
"185329";"A047047";"T001139";"GM0246";"2022JJ00";"     629";"    25.9"
"185330";"A047047";"T001139";"GM0074";"2018JJ00";"     570";"    32.1"
"185331";"A047047";"T001139";"GM0074";"2019JJ00";"     581";"    31.7"
"185332";"A047047";"T001139";"GM0074";"2020JJ00";"     571";"    30.3"
"185333";"A047047";"T001139";"GM0074";"2021JJ00";"     599";"    30.7"
"185334";"A047047";"T001139";"GM0074";"2022JJ00";"     538";"    25.7"
"185335";"A047047";"T001139";"GM0398";"2018JJ00";"     590";"    32.1"
"185336";"A047047";"T001139";"GM0398";"2019JJ00";"     601";"    31.2"
"185337";"A047047";"T001139";"GM0398";"2020JJ00";"     587";"    29.3"
"185338";"A047047";"T001139";"GM0398";"2021JJ00";"     616";"    30.0"
"185339";"A047047";"T001139";"GM0398";"2022JJ00";"";"       ."
"185340";"A047047";"T001139";"GM0526";"2018JJ00";"";"       ."
"185341";"A047047";"T001139";"GM0526";"2019JJ00";"";"       ."
"185342";"A047047";"T001139";"GM0526";"2020JJ00";"";"       ."
"185343";"A047047";"T001139";"GM0526";"2021JJ00";"";"       ."
"185344";"A047047";"T001139";"GM0526";"2022JJ00";"";"       ."
"185345";"A047047";"T001139";"GM0917";"2018JJ00";"     562";"    32.9"
"185346";"A047047";"T001139";"GM0917";"2019JJ00";"     571";"    32.5"
"185347";"A047047";"T001139";"GM0917";"2020JJ00";"     555";"    30.6"
"185348";"A047047";"T001139";"GM0917";"2021JJ00";"     579";"    31.5"
"185349";"A047047";"T001139";"GM0917";"2022JJ00";"     514";"    26.0"
"185350";"A047047";"T001139";"GM1658";"2018JJ00";"     602";"    31.1"
"185351";"A047047";"T001139";"GM1658";"2019JJ00";"     625";"    31.4"
"185352";"A047047";"T001139";"GM1658";"2020JJ00";"     596";"    29.3"
"185353";"A047047";"T001139";"GM1658";"2021JJ00";"     625";"    30.2"
"185354";"A047047";"T001139";"GM1658";"2022JJ00";"     572";"    25.6"
"185355";"A047047";"T001139";"GM0399";"2018JJ00";"     600";"    32.2"
"185356";"A047047";"T001139";"GM0399";"2019JJ00";"     611";"    31.8"
"185357";"A047047";"T001139";"GM0399";"2020JJ00";"     597";"    30.1"
"185358";"A047047";"T001139";"GM0399";"2021JJ00";"     617";"    30.1"
"185359";"A047047";"T001139";"GM0399";"2022JJ00";"     548";"    24.8"
"185360";"A047047";"T001139";"GM0163";"2018JJ00";"     605";"    32.1"
"185361";"A047047";"T001139";"GM0163";"2019JJ00";"     624";"    31.8"
"185362";"A047047";"T001139";"GM0163";"2020JJ00";"     608";"    30.2"
"185363";"A047047";"T001139";"GM0163";"2021JJ00";"     636";"    30.6"
"185364";"A047047";"T001139";"GM0163";"2022JJ00";"     570";"    25.4"
"185365";"A047047";"T001139";"GM0530";"2018JJ00";"     602";"    32.3"
"185366";"A047047";"T001139";"GM0530";"2019JJ00";"     615";"    31.6"
"185367";"A047047";"T001139";"GM0530";"2020JJ00";"     601";"    29.9"
"185368";"A047047";"T001139";"GM0530";"2021JJ00";"     631";"    30.9"
"185369";"A047047";"T001139";"GM0530";"2022JJ00";"     571";"    25.9"
"185370";"A047047";"T001139";"GM0794";"2018JJ00";"     582";"    31.0"
